timestamp,open,high,low,close,volume_btc,volume_usd
2024-01-01 00:00:00,100.11265813040816,100.28318570127229,99.91460093365212,100.24835707650561,4.175473135373134,418.58432183824243
2024-01-01 00:01:00,100.1181250333093,100.20755728517359,100.01262646861561,100.17922492592002,1.7926287182672989,179.58415557596345
2024-01-01 00:02:00,100.38359298276134,100.59672117955091,100.32489014213209,100.50306919497037,3.556312031346986,357.4202741653718
2024-01-01 00:03:00,101.28666773256361,101.34462615473998,101.24961723208192,101.26458412317439,0.3479526551659476,35.23528091993399
2024-01-01 00:04:00,101.3869431421051,101.53595140966276,101.04509120315203,101.14750743581271,2.373690317906468,240.09285908076112
2024-01-01 00:05:00,100.87623052590988,101.09585738991416,100.8068169315727,101.03043895733812,4.695108577549141,474.3488805421531
2024-01-01 00:06:00,102.0202094646455,102.22011824593528,101.70211288524706,101.82004536509181,1.4430382942264803,146.93022458170495
2024-01-01 00:07:00,102.04742831519889,102.35962538136455,102.01025708898231,102.20376272966827,0.34485686642103114,35.245669351391975
2024-01-01 00:08:00,101.79950009420142,101.99218048609532,101.79186253533116,101.9690255367008,2.956430460512936,301.46433312552364
2024-01-01 00:09:00,102.40402448216243,102.62071288564405,102.21408484604913,102.24030555849379,1.8399888390256574,188.12102112620144
2024-01-01 00:10:00,102.19298398768908,102.27327898034102,101.98166718950073,102.00859671208755,1.9604490034861124,199.98265177122877
2024-01-01 00:11:00,101.94601382265495,101.99082364399005,101.603457502837,101.77573183530242,2.9540402165783943,300.64960491318135
2024-01-01 00:12:00,101.63355348944181,101.95533574051353,101.51828007432785,101.89671297108544,3.1457863908062755,320.54529293233384
2024-01-01 00:13:00,100.84688265314213,101.04470785232529,100.8065886682282,100.94007284875654,2.2428776313517744,226.39623149949463
2024-01-01 00:14:00,100.2422116509007,100.29450880829039,99.76829136500551,100.07761393250003,2.586991286728471,258.89991523995343
2024-01-01 00:15:00,99.80477853599231,99.81192993691961,99.73240573587854,99.79647016787953,4.966953208054447,495.68439765285916
